job_title,job_desc,job_location,job_indus,employ_type,power,microstrategy,looking,sap,sisense,tibco,qlik,qlikwise,sas,jupyter,agile,bigquery,tableau,google,IBM,chartio,excel,alteryx,word,powerpoint,shiny,lambda,azure,teradata,sql,r,python,java,matlab,javascript,mongodb,nosql,mysql,c#,c++,powerbi
Data Analyst,Direct message the job poster from Nixil Gregory Love Resource Manager About the Role  It is a Melbourne based assignment that will allow suitable resources to work remotely from Sydney Brisbane WA and Adelaide  In the role as a Data Analyst you will enable the move flow and processing of reusable data assets in the Technology and Enterprise Operations space for both Analytics and Insights  Responsibilities Engage in the initial stages of business requirements by participating in data sourcing data gathering and integration processes Assist with the development of targetstate data pipelines using big data technologies under appropriate governance and approved framework Assist in the writing and maintenance of process technical and business rules documentation Provide DevOps support including but not limited to monitoring the health check of data pipelines and escalating performance issues Investigate incidents through root cause analysis and perform light fixes to failing pipelines  Essential Experience  4 years experience in software development solution architecture and data engineering experience in multiple environments 3 years professional experience of utilising Apache Spark Experience using analytic tools including Jupyter Notebooks Apache Superset or equivalent Experience coaching integrated teams including developers to ensure systems are designed for testability Experience in strategic development and implementation of Quality Engineering solutions Automation Frameworks Performance Validation Proven thought leader  trusted advisor Technical acumen in technologies associated with complex and deeply integrated systems eg e2e domain business logic and technology Expert with CICD TDD BDD Cloud experience AWS Azure GCP Show less Seniority level MidSenior level Employment type Contract Job function Information Technology Industries IT Services and IT Consulting and Banking Referrals increase your chances of interviewing at Nixil by 2x See who you know,Victoria,IT Consulting,Contract,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Online Data Analyst,Direct message the job poster from TELUS International Sarah Conmy Telus International AI TELUS International AIData Solutions partners with a diverse and vibrant community to help our customers enhance their AI and machine learning models The work of our AI Community contributes to improving technology and the digital experiences of many people around the world Our AI Community works in our proprietary AI training platform handling all data types text images audio video and geo across 500 languages and dialects We offer flexible workfromhome opportunities for people with passion for languages The jobs are parttime and there is no fixed schedule Whoever you are wherever you come from come join our global AI community wwwtelusinternationalcom We are hiring freelance English speaking Online Data Analysts for a project aimed at improving the content and quality of digital maps which are used by millions of users globally The job would suit someone who is detailoriented likes doing research and has a good knowledge of national and local geography This is a freelance position on a flexible schedule of up to 20 hours per week  you can work in your own time whenever work is available You will be completing research and evaluation tasks in a webbased environment eg verifying and comparing data determining the relevance and accuracy of information You will be provided with guidelines for each task which need to be followed The project offers a variety of tasks and work is paid per task Requirements Full Professional Proficiency in English You must be living in Australia the last 2 consecutive years Ability to follow guidelines and do research online using search engines online maps and website information You must have familiarity with current and historical business media sport news social media and cultural affairs in Australia Being open to work across a diverse set of Task Types eg Maps News Audio tasks Relevance Applicants must be 18 years or over ID verification must be attached when submitting your application Working on this project will require you to go through a standard recruitment process including passing an open book assessment This is a longterm project and your work will occasionally be subject to quality assurance checks Why Join the TELUS International AI Community Earn extra income Access to our community wellbeing initiative Remote work  Location Independence Be your own boss Flexible Hours to fit in with your lifestyle Be a part of an online community  Apply below or email sourcingteam63telusinternationalai for more information Show less Seniority level Entry level Employment type Contract Job function Information Technology Other and Research Industries IT Services and IT Consulting Referrals increase your chances of interviewing at TELUS International by 2x See who you know,Australia,IT Consulting,Contract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Primary Details  Time Type Full time    Worker Type Employee  Data Analyst  Location Flexible Within Australia  Type Permanent FullTime    At QBE our purpose is to enable a more resilient future  Were an international insurer and reinsurer with a local presence in 27 countries  Leveraging our deep expertise and insights QBE offers commercial personal and specialty products and risk management solutions to help people and businesses manage risks build strength and embrace change to their advantage  Weve been cultivating resilience since 1886 when our founders started a marine insurance company in Townsville Australia to give early pioneers a safeguard against uncertainty  Today we employ more than 11600 people around the world and our product portfolio includes property motor crop energy marine and aviation insurance  The opportunity  The Data Analyst plays a critical role in accurately delivering analyzing extracting as well as reporting on data of QBEs AUSPAC Actuarial and finance functions You will be instrumental in consistently delivering on the business objectives whilst maintaining and liaising with fundamental stakeholder relationships  Primary Responsibilities  Use standard business models and systems to complete tasks May be involved in the creation of more complex and specific reportingdata analysis models Developing and initiating measurable improvements to work through processes Environmental awarenesscustomer focus Manage internal relationships Liaise with the business to identify key metrics and develop reports or business models to monitor these on a regular basis Determine most suitable tool eg Power BI SQL mapping tool data warehouse SAS database excel Manage reporting and analytics for relevant business unit both internally and externally   Your story so far  We are seeking a candidate who has either come from a Technical Reporting background within the Financial Services or Project sector and are ready to take the next step in their career with this exciting opportunity You will have 23 years experience in a Data Analyst or Testing Analyst role and appropriate related qualifications You will have had exposure to understanding data governance data security and privacy as well as demonstrated ability to provide support to various stakeholders across various levels  Additional Experience and Skills Required  Experience in business requirements gathering data analysis data mapping andor dimensional data modelling A thorough approach to process documentation eg Design test and document new or modifications to reports Actively contribute to the continuous support and development of systems and data  reporting processes Ability to develop stakeholder relationships Strong skills in spreadsheets and reporting Excellent written and verbal communication and influencing skills Strong modelling and data visualisation skills Creative problem solving   We are here to support you  We offer a range of benefits to help provide holistic support for your work life whatever your circumstances As a QBE employee you will have access to and benefit from  Hybrid Working  a mix of working from home and in the office to enhance your worklife balance Our Thriving at Our Best wellbeing program including free holistic wellbeing coaching nutritional confidential counselling financial and legal advice 12 weeks genderequal flexible leave for all new parents including paid super The ability to maximise retirement savings through voluntary super contributions and company matching Income protection insurance  reimbursed Death and Total Permanent Disability insurance premiums Additional leave and support through QBEs Family Domestic Violence First Responder Network Discounts on insurance products car hire hotels goods and services including benefits through our various sports and arts sponsorship partners   We value our employees experience with us and are proud to have been recognised for the following awards  2021 LinkedIn Top Employer  HRD Employer of Choice 2020 Best Workplace Diversity  Inclusion and Excellence Award for Best Health  Wellbeing at the Australian HR Awards Gold Employer status for 20192022 Australian Workplace Equality Index AWEI  the definitive national benchmark on LGBTQI workplace inclusion Ranked 6th place in the AAGE Top Graduate Employers 2021 as voted by graduates Top 20 Workplaces for Dads in 2019 and 2020 HBF Direct Advice for Dads Family Friendly Accredited since 2021   Join us  Click APPLY to submit your application Successful applicants will need to complete work rights police and credit checks through our online provider as a condition of employment  QBE takes a risk and compliance approach to COVID19 vaccination and strongly encourages our employees to be vaccinated Some roles require COVID19 vaccination to perform the role When relevant we will ask you to share your vaccination status as part of the application process We wont be able to progress with applications where candidates choose not to disclose their status for roles that require vaccination in line with our risk and compliance approach  QBE recognise the value of diverse perspectives and experience We are committed to an inclusive workplace where everyone feels valued and respected for who they are If we can provide support with access requirements alternative work arrangements or you would like to connect with one of our networks please contact us at recruitmentqbecom  How to Apply  To submit your application click Apply and follow the step by step process  Equal Employment Opportunity  QBE is an equal opportunity employer and is required to comply with equal employment opportunity legislation in each jurisdiction it operates Show less Seniority level Entry level Employment type Fulltime Job function Information Technology Industries Insurance Referrals increase your chances of interviewing at QBE Insurance by 2x See who you know,South Australia,Financial Services,Full-time,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Primary Details  Time Type Full time    Worker Type Employee  Data Analyst  Location Flexible Within Australia  Type Permanent FullTime    At QBE our purpose is to enable a more resilient future  Were an international insurer and reinsurer with a local presence in 27 countries  Leveraging our deep expertise and insights QBE offers commercial personal and specialty products and risk management solutions to help people and businesses manage risks build strength and embrace change to their advantage  Weve been cultivating resilience since 1886 when our founders started a marine insurance company in Townsville Australia to give early pioneers a safeguard against uncertainty  Today we employ more than 11600 people around the world and our product portfolio includes property motor crop energy marine and aviation insurance  The opportunity  The Data Analyst plays a critical role in accurately delivering analyzing extracting as well as reporting on data of QBEs AUSPAC Actuarial and finance functions You will be instrumental in consistently delivering on the business objectives whilst maintaining and liaising with fundamental stakeholder relationships  Primary Responsibilities  Use standard business models and systems to complete tasks May be involved in the creation of more complex and specific reportingdata analysis models Developing and initiating measurable improvements to work through processes Environmental awarenesscustomer focus Manage internal relationships Liaise with the business to identify key metrics and develop reports or business models to monitor these on a regular basis Determine most suitable tool eg Power BI SQL mapping tool data warehouse SAS database excel Manage reporting and analytics for relevant business unit both internally and externally   Your story so far  We are seeking a candidate who has either come from a Technical Reporting background within the Financial Services or Project sector and are ready to take the next step in their career with this exciting opportunity You will have 23 years experience in a Data Analyst or Testing Analyst role and appropriate related qualifications You will have had exposure to understanding data governance data security and privacy as well as demonstrated ability to provide support to various stakeholders across various levels  Additional Experience and Skills Required  Experience in business requirements gathering data analysis data mapping andor dimensional data modelling A thorough approach to process documentation eg Design test and document new or modifications to reports Actively contribute to the continuous support and development of systems and data  reporting processes Ability to develop stakeholder relationships Strong skills in spreadsheets and reporting Excellent written and verbal communication and influencing skills Strong modelling and data visualisation skills Creative problem solving   We are here to support you  We offer a range of benefits to help provide holistic support for your work life whatever your circumstances As a QBE employee you will have access to and benefit from  Hybrid Working  a mix of working from home and in the office to enhance your worklife balance Our Thriving at Our Best wellbeing program including free holistic wellbeing coaching nutritional confidential counselling financial and legal advice 12 weeks genderequal flexible leave for all new parents including paid super The ability to maximise retirement savings through voluntary super contributions and company matching Income protection insurance  reimbursed Death and Total Permanent Disability insurance premiums Additional leave and support through QBEs Family Domestic Violence First Responder Network Discounts on insurance products car hire hotels goods and services including benefits through our various sports and arts sponsorship partners   We value our employees experience with us and are proud to have been recognised for the following awards  2021 LinkedIn Top Employer  HRD Employer of Choice 2020 Best Workplace Diversity  Inclusion and Excellence Award for Best Health  Wellbeing at the Australian HR Awards Gold Employer status for 20192022 Australian Workplace Equality Index AWEI  the definitive national benchmark on LGBTQI workplace inclusion Ranked 6th place in the AAGE Top Graduate Employers 2021 as voted by graduates Top 20 Workplaces for Dads in 2019 and 2020 HBF Direct Advice for Dads Family Friendly Accredited since 2021   Join us  Click APPLY to submit your application Successful applicants will need to complete work rights police and credit checks through our online provider as a condition of employment  QBE takes a risk and compliance approach to COVID19 vaccination and strongly encourages our employees to be vaccinated Some roles require COVID19 vaccination to perform the role When relevant we will ask you to share your vaccination status as part of the application process We wont be able to progress with applications where candidates choose not to disclose their status for roles that require vaccination in line with our risk and compliance approach  QBE recognise the value of diverse perspectives and experience We are committed to an inclusive workplace where everyone feels valued and respected for who they are If we can provide support with access requirements alternative work arrangements or you would like to connect with one of our networks please contact us at recruitmentqbecom  How to Apply  To submit your application click Apply and follow the step by step process  Equal Employment Opportunity  QBE is an equal opportunity employer and is required to comply with equal employment opportunity legislation in each jurisdiction it operates Show less Seniority level Entry level Employment type Fulltime Job function Information Technology Industries Insurance Referrals increase your chances of interviewing at QBE Insurance by 2x See who you know,New South Wales,Financial Services,Full-time,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Reporting and Data Analyst,Outstanding candidates are encouraged to apply for positions now open at Peter MacCallum Cancer Centre  a place where our normal days are extraordinary as are the people we care for  Peter Mac is one of a handful of integrated cancer research education and treatment centres in the world Each day our team strives to provide the very best in cancer care even better treatments and potential cancer cures for all people affected by cancer  Globally we are facing one of the most pivotal times in the pursuit of cancer cures and Peter Mac stands at its forefront Together we aim to lead a new era of cancer prevention care and discovery supported by stateoftheart facilities at our new home within the Victorian Comprehensive Cancer Centre building  Your role in our future  The Reporting and Data Analyst is a key information role for the Business Intelligence  Analytics team  A complex and broad role it requires someone who is a team player able to adapt to change and have a cando attitude The person will also have an excellent knowledge of information technology with advanced skills in reporting data from a data warehouse good understanding of business processes business performance management and benchmarking Whilst not mandatory it is ideal if the incumbent has healthcare experience and knowledge of hospital funding policy  For further information about this opportunity please review the position description or contact us for a confidential discussion  Peter Mac requires its staff to be fully vaccinated against COVID19 Please contact us if you would like to discuss this requirement  Why Work For Peter Mac Peter Mac offer a range of benefits which support our people both personally and professionally Our staff benefits include award winning facilities professional development and events a health and wellbeing program flexible work practices and policies and financial benefits such as salary packaging We encourage applications from Aboriginal and Torres Strait Islander people all members of the LGBTQI community and people with a disability Show less Seniority level Entry level Employment type Fulltime Job function Information Technology Industries Hospitals and Health Care Referrals increase your chances of interviewing at Peter MacCallum Cancer Centre by 2x See who you know,Victoria,Health,Full-time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Responsibilities Responsible for providing comprehensive reporting solutions recurring as well as onetime reports Developing reports and dashboards using Power BI excel tools that will cater for various levels of stakeholders that are internal as well as external Meeting reporting requirements as per the compliances schedules and guidelines Analysing large and complex data related to Procurement and Supply Chain and providing data analytic to highlight useful information and support decision Interpreting data and analysing results using statistical techniques Identifying analysing and interpreting trends or patterns relating to key performance indicators in complex data sets Identifying anomalies in various data sources Using analysed data to create reports identifying saving and improvement opportunities A summary of the skill sets required to carry out the tasks are Advanced proficiency in Power BI Advanced proficiency in Microsoft Excel including macros Experience in working with reporting packages databases SQL etc Sound analytical and problem solving skills and a high attention to detail Knowledge of statistics and experience in using Python  R for statistical analysis is highly desirable Knowledge of various forecasting and analytics predictive prescriptive descriptive etc methods and modelling is highly desirable Experience in working with Procurement and Supply Chain related data Demonstrated oral and written communication skills Required National Police Check Covid 19 Vaccination and Booster Please read the attached position description and if this sounds like a career for you we would encourage you to apply by attaching a cover letter  resume outlining how you meet the essential requirements of the role  If you have any questions please contact via email on jeremyzozukrandstadcomau or call 08 8468 8043  At Randstad we are passionate about providing equal employment opportunities and embracing diversity to the benefit of all We actively encourage applications from any background Show less Seniority level Not Applicable Employment type Contract Job function Information Technology Industries IT Services and IT Consulting Referrals increase your chances of interviewing at Randstad Australia by 2x See who you know,South Australia,IT Consulting,Contract,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Data and Insights Analyst,Build your career and Australias future  This is an exciting opportunity to join the Field Operational Intelligence FOI team within the Field Services division and bringing to life a largescale transformation program which is redefining the future field operations model Within Field Services the FOI team is accountable for defining and delivering operational intelligence services capability and toolsets required for operational performance and business management purposes  A bit about your role  The Data  Insights Analyst will play a key role in executing the implementation and operationalisation of data workflows and automations to enable analytics and insights for Field Operations This position will see you ensuring business requirements are understood and translated into specifications to build dataBI solutions in conjunction with leading the understanding of process flows Work Order lifecycle and business rules to be able to automate insight operations  The role will also require you to support delivery of the implementation of the field data strategy and requirements through development and testing of intuitive scalable data analytics  insights solutions Working closely within the Field Operational Intelligence team it will also require coordination and interaction with BIO insights Regional Field teams Field Control Tower CDO and SEO stakeholders to operationalise insights automations and to deliver BI capability both tactical and strategic  A bit about you Success for this role will depend on your ability of to respond with agility and quality to meet needs openness to manage changes having a problemsolving mentality and the ability to understand business challenges and provide effective solutions that will uplift Field Operational Intelligence capabilities  You will be required to work independently and demonstrate highly developed written and verbal communication skills including the ability to present solutionsstatus at a senior management level Ideally you will have demonstrable Enterpriselevel experience in designing developing and operationalising Data Solutions and Reporting Dashboards and deep technical knowledge in data transformation Power BI PowerApps Sharepoint Tableau or other BI capabilities as well as exposure to machine learning and realtime solutions  Lastly the Data and Insights Analyst will have the Ability to develop and maintain effective working relationships with business unitsline managers and external stakeholders and providers with strong technical analytical and problem solving ability focused on delivering business focused outcomes Life at nbn Please note that this role will be a permanent position and applications for this role at midnight 28 July 2022 At nbn our people have a clear and shared purpose  empowering Australians to redefine the way they live work and play into the future As one of the Australias largest infrastructure projects ever undertaken in Australian history youll be part of a team building a brighter future for the country  In your personal career youll benefit from technical training for professional development leadership programs and access to the latest technology as well as being led by a diverse executive team  nbn is committed to an inclusive flexible and supportive workplace where everyone can feel valued respected and have equal opportunity to thrive and succeed We encourage applications from people of all ages nationalities abilities and cultures  including Aboriginal and Torres Strait Islander peoples the LGBTI community and people living with disability Were happy to adjust our recruitment process to support accessibility needs  we encourage you to advise us at the time of the application via recruitmentnbncocomau  We actively focus on our people having a fair go at reaching their career aspirations Were committed to equal opportunities for all employees With initiatives like Womens Leadership Programs a commitment to equal pay flexibility and market leading parental leave we truly are paving the way for true equality in the workplace  Continue the conversation If you think this role might be for you we want to hear from you Please apply by following the links and sending in your resume only We do not require a cover letter or any selection criteria to be addressed  At nbn health safety and wellbeing will always be our highest priority and we are committed to protecting our employees families partner workforces and the customers and communities we serve nbn recognises that vaccinations against COVID19 are critical and necessary for our future As such certain workers are expected to be vaccinated against COVID19 unless a valid medical exemption is provided For further information please refer to our Covid19 Vaccination Policy At nbn our people and our planet matter We have an unwavering commitment to the wellbeing and safety of our employees so that everyone goes home safely each day and can perform at their peak to deliver the nbn network nbn also aims to build a network that minimises energy use and can be operated with minimal impact on the environment Show less Seniority level MidSenior level Employment type Fulltime Job function Analyst Industries Telecommunications Referrals increase your chances of interviewing at nbn Australia by 2x See who you know,Queensland,Advertisement,Full-time,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Test Analyst,Direct message the job poster from NIAD Australia Vivek Shukla Delivery Manager Connectin Talent With Opportunities  QStaffing NIAD PEARL Australia NIADQStaffingPearl Australia is looking to hire a  Data Test Analyst for one of our leading private clients Please find the details below  Candidates with full working rights can apply for this role Estimated start date ASAP Location of work Sydney Length of contract 6 months rolling Contract extensions 6 months   Role Data Test Analyst for Data Platform This role is to perform below Skills Azure ETL testing experience Azure Synapse Data bricks Data lakes SQL server Data Testing capability Data warehouse understanding Ability to write SQL scripts  Primary Responsibilities  Policy Process and Procedures  Documenting and verifying test results and communicating incidents bugs and issues to the relevant team in alignment with QBE testing methodology Having an awareness of and consistently applying QBEs test methodologies and support its continuous improvement Environmental AwarenessCustomer Focus Work with other QBE teams to ensure required quality of QBE applications Solicit and provide peer review of test documents including plans and results Receiving feedback on personal testing activities and the QBE testing methodology  Technical Performance Review requirements from data BA Plan out test coverage Build test coverage and test approach document Build test cases to run scripts in Data Platform Execute test cases and reconciliation of data from source to Data platform Run batches in lower environmentautomated batch Creation of test strategies plans scenarios and test cases for assigned projects Managing the delivery of all test artefacts Positive stakeholder feedback effectively to ensure quality outputs within Work delivered accurately and efficiently agreed schedule and budget Risks  Issues resolved or escalated in a timely manner in alignment with organizational standards Performing all the activities of a Test Analyst SLA performing more complex test activities which may be beyond the competency or skill of a Test Analyst Performing testing coordination activities which involve providing estimation planning team management and reporting on testing activities Identifying communicating and managing risks and issues as they arise  People Management  Performing team leadership activities which Testing team operates in alignment with QBE and testing tools and includes management of staff including methodologies and meets all relevant SLAs and service levels Performance management development plan Successful transfer of technical knowledge management Mentor  Coach Test Analysts Able to manage stakeholder relationships during all phases of the testing cycle Manage vendor relationships when outsourced testing capabilities are required  Required Experience   5 years of relevant experience  Preferred CompetenciesSkills   Strong analysis and business  writing skills Strong interpersonal and  stakeholder management skills  Team leadership coaching and management skills  Preferred Education Specifics  Relevant tertiary qualifications  Preferred Experience   5 years experience as a Test Analyst  2  years of experience in leading testing teams  Extensive experience in using testing methodologies and tools  Preferred Knowledge  Broad knowledge of software  testing life cycle and SDLC  Deep knowledge of testing  methodologies and tools  Understanding of project lifecycle  If interested and looking for a change please email us at talentNIADcomau or call us at 61480080164 for a confidential discussion on the same  Regards Talent Acquisition Team NIAD Australia and Pearl Australia httpsniadcomau httpspearlauscomau httpswwwqstaffcomau Show less Seniority level MidSenior level Employment type Contract Job function Information Technology Industries Staffing and Recruiting Referrals increase your chances of interviewing at NIAD Australia by 2x See who you know,New South Wales,IT Consulting,Contract,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Digital Data Analyst,Join the family devoted to families  Family It means everything to us From our very first baby steps as a small Balwyn store in 1979 weve grown to become Australias largest and bestloved baby retailer Along the way weve never lost sight of the fact that its our team members that make Baby Bunting so special  Every day our diverse and dedicated store team members provide expert product knowledge to support mums dads grandparents and carers through the early years of parenthood Were passionate about creating better experiences every day  for our customers and each other  The Benefits Of Joining Us  More than a place to work Baby Bunting is a place to grow Join our team and youll be rewarded with benefits like these Were accelerating our growth which will create exciting personal development and career progression opportunities Were making the most of flexible working driving strong digital collaboration and supporting our teams virtually and flexibly  work 2 days from home Team discounts We have a new Support Centre based in Dandenong South featuring modern facilities including onsite parking a Basketball court BBQ area and outdoor Table Tennis Paid parental leave Novated leasing options Join Our Family In This Role  Reporting to the eCommerce Manager the Digital Data Analyst will be responsible for data management governance and analysis within our digitalonline team  The role has primary responsibility for managing and maintaining digital data collection and tracking across Baby Bunting digital platforms and experiences including developing standards and processes for data management and integration The role will also manage and maintain digital data platforms and services including Tealium IQ Google Analytics and Contentsquare  The role will collaborate closely with business stakeholders to complete data analysis and modelling to support operational reporting customer insights and measuring the success of digital initiatives and support the growth of our online channel and customer engagement  What Youll Bring To The Role Preferably completed formal studies  qualifications in a data  analytics related discipline or equivalent work experience Some experience in marketing tag implementation using TMS such as Tealium or Google Tag Manager to provide insights and conversion tracking Some experience in customer experience data platforms such as Contentsquare  Google Analytics Preferably experience in the technical implementation of digital data and measurement solutions in a retail  ecommerce environment Understanding of digital marketing campaigns including SEO Search Engine Optimization SEM display and social A working understanding of tag management data layers and JavaScript  APIs etc Our Culture  Youll be joining a dynamic friendly team where youll be challenged and supported to achieve personal and business goals Expect a work environment that is highly collaborative inclusive and progressive  Our Values  Being Passionate Being Considerate Being Honest Being Positive Being Focused Being Bold  We believe our people and our values make the difference and set us apart in the industry  Ready to become family  Wed love to hear from you  Looking for more  Join our Talent Community to stay up to date with our upcoming job opportunities  Please note Due to the intimate and personal nature of our work successful applicants will need to undergo a National Police Criminal History check In Victoria from the 15th of October 2021 people who are Authorised Workers will not be able to work without the COVID vaccine unless medically exempt or under 16 years of age Baby Bunting has remained opened to continue providing urgent services necessary for the health and safety of parents and infants in supplying essential goods and services Accordingly Baby Bunting Team members in Melbourne and Regional Victoria are considered Authorised Workers Show less Seniority level Entry level Employment type Fulltime Job function Information Technology Industries Retail Referrals increase your chances of interviewing at Baby Bunting by 2x See who you know,Victoria,Retail,Full-time,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Data Analyst, Product",Before we dive into the role lets talk about flexibility Our Zipsters can choose where and when they work by taking full advantage of our hybridwork environment So whether youre mostly remote mostly in the office or a mix of the two youll be empowered to do whatever brings out your best  About Us  We are Zip a global Buy Now Pay Later company providing fair and seamless solutions that simplify how millions of people pay Our journey began in Australia has taken us to 13 countries so far  and were just getting started  We exist to create a world where people can live fearlessly today knowing theyre in control of tomorrow Focused on product innovation that puts people at the centre we put the financial wellbeing of our customers and merchant partners at the heart of everything that we do  An exciting opportunity for a Data Analyst to join our Product Analytics team owning end to end insights across our core product performance and functionality  We are looking for someone who has a business focussed mindset with a passion for providing deep dive analytics to help improve the way in which our key products perform Youll work as part of the wider product analytics team but have regular touch points with our Product Managers working closely with them to provide a mix of self serve dashboards and additional insights  You will own the analytics for a particular area of our product offering and be given the scope to develop meaningful insights which you will see actioned within the business  To help us level up youll bring Expertise in SQL Proven experience developing business focussed visualisations using Tableau or another similar tool Highly motivated attitude with a keen interest in digging deeper into the functionality and performance of Zips products ChangetheGame Ability to think on your feet and provide a high level of insights to a range of stakeholders across the product space CustomerFirst Proactive approach to providing business critical insights OwnIt  What youll gain Plenty of learning and development opportunities designed to move your analytics career forward A social and supportive team culture within a highly collaborative environment StrongerTogether Opportunity to work with the wider analytics functions at Zip Exposure to working within a product focussed environment providing you with the opportunity to dig deeper into Zips business  Were proud to be a valuesled business They guide us in everything we do  how we work together and create gamechanging experiences for our customers and fellow Zipsters  If you only meet some of the requirements for this role thats okay We value a diverse range of backgrounds and ideas and believe this is fundamental for our future success So if you have the curiosity to learn and the willingness to teach what you know wed love to hear from you  We pride ourselves on creating an inclusive workplace that provides equal opportunities to all persons regardless of their age cultural background sexual orientation gender identity and expression disability veteran status or anything else  Whats in it for you  As a Zipster youll enjoy heaps of unique perks and benefits to support you at work and beyond Heres just a taste of what you can expect when you join the Zipfam Flexible working culture giving you the choice on how and where you work Funding and up to 2 days leave for your professional development 25 days paid leave annually including birthday leave and quarterly wellbeing days 16 weeks paid parental leave for primary carers and 4 weeks for supporting carers Family support policies including miscarriage bereavement leave and domestic violence leave Mental health and wellbeing initiatives including 299 annual wellbeing allowance free fitness classes and discounted gym membership 2 days paid volunteering leave per year Feefree Zip products and discounts with Zip merchant partners AU Share incentive programs to give you skin in the game Team social events epic offices free breakfast daily and weekly free lunches Sydney  We want to make sure our recruitment processes are accessible and inclusive for all people If theres any adjustments that need to be made to ensure you have a fair and equal experience in our recruitment process please let your Talent Acquisition Partner know We are also a proud 2022 Circle Back initiative employer and commit to respond to every applicant  Join us on our mission to be the first payment choice everywhere and every day Show less Seniority level Associate Employment type Fulltime Job function Research Analyst and Information Technology Industries IT Services and IT Consulting and Financial Services Referrals increase your chances of interviewing at Zip Co by 2x See who you know,New South Wales,Financial Services,Full-time,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
